Unnamed: 0,parcellation_label,parcellation_term_label,parcellation_term_set_label,parcellation_index,voxel_count,volume_mm3,color_hex_triplet,red,green,blue,parcellation_term_name,parcellation_term_acronym,parcellation_term_set_name,term_set_order,term_order,parent_term_label,label_numbers,cluster_as_filename
27,AllenCCF-Annotation-2020-320,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,310,1328982.0,1.3289820000000003,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,320,grey
28,AllenCCF-Annotation-2020-320,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,310,1328982.0,1.3289820000000003,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,320,Isocortex
29,AllenCCF-Annotation-2020-320,AllenCCF-Ontology-2017-985,AllenCCF-Ontology-2017-STRU,310,1328982.0,1.3289820000000003,#1F9D5A,31,157,90,Primary motor area,MOp,structure,3,2,AllenCCF-Ontology-2017-315,320,MOp
30,AllenCCF-Annotation-2020-320,AllenCCF-Ontology-2017-320,AllenCCF-Ontology-2017-SUBS,310,1328982.0,1.3289820000000003,#1F9D5A,31,157,90,"Primary motor area, Layer 1",MOp1,substructure,4,6,AllenCCF-Ontology-2017-985,320,MOp1
31,AllenCCF-Annotation-2020-943,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,933,3689292.0,3.689292000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,,943,brain
32,AllenCCF-Annotation-2020-943,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,933,3689292.0,3.689292000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,943,grey
33,AllenCCF-Annotation-2020-943,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,933,3689292.0,3.689292000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,943,Isocortex
34,AllenCCF-Annotation-2020-943,AllenCCF-Ontology-2017-985,AllenCCF-Ontology-2017-STRU,933,3689292.0,3.689292000000001,#1F9D5A,31,157,90,Primary motor area,MOp,structure,3,2,AllenCCF-Ontology-2017-315,943,MOp
35,AllenCCF-Annotation-2020-943,AllenCCF-Ontology-2017-943,AllenCCF-Ontology-2017-SUBS,933,3689292.0,3.689292000000001,#1F9D5A,31,157,90,"Primary motor area, Layer 2/3",MOp2/3,substructure,4,7,AllenCCF-Ontology-2017-985,943,MOp23
36,AllenCCF-Annotation-2020-648,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,638,3272844.0,3.2728440000000005,#FFFFFF,255,255,255,brain,brain,organ,0,0,,648,brain
37,AllenCCF-Annotation-2020-648,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,638,3272844.0,3.2728440000000005,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,648,grey
38,AllenCCF-Annotation-2020-648,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,638,3272844.0,3.2728440000000005,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,648,Isocortex
39,AllenCCF-Annotation-2020-648,AllenCCF-Ontology-2017-985,AllenCCF-Ontology-2017-STRU,638,3272844.0,3.2728440000000005,#1F9D5A,31,157,90,Primary motor area,MOp,structure,3,2,AllenCCF-Ontology-2017-315,648,MOp
40,AllenCCF-Annotation-2020-648,AllenCCF-Ontology-2017-648,AllenCCF-Ontology-2017-SUBS,638,3272844.0,3.2728440000000005,#1F9D5A,31,157,90,"Primary motor area, Layer 5",MOp5,substructure,4,8,AllenCCF-Ontology-2017-985,648,MOp5
41,AllenCCF-Annotation-2020-844,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,834,2876428.0,2.8764280000000007,#FFFFFF,255,255,255,brain,brain,organ,0,0,,844,brain
42,AllenCCF-Annotation-2020-844,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,834,2876428.0,2.8764280000000007,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,844,grey
43,AllenCCF-Annotation-2020-844,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,834,2876428.0,2.8764280000000007,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,844,Isocortex
44,AllenCCF-Annotation-2020-844,AllenCCF-Ontology-2017-985,AllenCCF-Ontology-2017-STRU,834,2876428.0,2.8764280000000007,#1F9D5A,31,157,90,Primary motor area,MOp,structure,3,2,AllenCCF-Ontology-2017-315,844,MOp
45,AllenCCF-Annotation-2020-844,AllenCCF-Ontology-2017-844,AllenCCF-Ontology-2017-SUBS,834,2876428.0,2.8764280000000007,#1F9D5A,31,157,90,"Primary motor area, Layer 6a",MOp6a,substructure,4,9,AllenCCF-Ontology-2017-985,844,MOp6a
46,AllenCCF-Annotation-2020-882,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,872,183788.0,0.183788,#FFFFFF,255,255,255,brain,brain,organ,0,0,,882,brain
47,AllenCCF-Annotation-2020-882,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,872,183788.0,0.183788,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,882,grey
48,AllenCCF-Annotation-2020-882,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,872,183788.0,0.183788,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,882,Isocortex
49,AllenCCF-Annotation-2020-882,AllenCCF-Ontology-2017-985,AllenCCF-Ontology-2017-STRU,872,183788.0,0.183788,#1F9D5A,31,157,90,Primary motor area,MOp,structure,3,2,AllenCCF-Ontology-2017-315,882,MOp
50,AllenCCF-Annotation-2020-882,AllenCCF-Ontology-2017-882,AllenCCF-Ontology-2017-SUBS,872,183788.0,0.183788,#1F9D5A,31,157,90,"Primary motor area, Layer 6b",MOp6b,substructure,4,10,AllenCCF-Ontology-2017-985,882,MOp6b
51,AllenCCF-Annotation-2020-656,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,646,2320426.0,2.3204260000000003,#FFFFFF,255,255,255,brain,brain,organ,0,0,,656,brain
52,AllenCCF-Annotation-2020-656,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,646,2320426.0,2.3204260000000003,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,656,grey
53,AllenCCF-Annotation-2020-656,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,646,2320426.0,2.3204260000000003,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,656,Isocortex
54,AllenCCF-Annotation-2020-656,AllenCCF-Ontology-2017-993,AllenCCF-Ontology-2017-STRU,646,2320426.0,2.3204260000000003,#1F9D5A,31,157,90,Secondary motor area,MOs,structure,3,3,AllenCCF-Ontology-2017-315,656,MOs
55,AllenCCF-Annotation-2020-656,AllenCCF-Ontology-2017-656,AllenCCF-Ontology-2017-SUBS,646,2320426.0,2.3204260000000003,#1F9D5A,31,157,90,"Secondary motor area, layer 1",MOs1,substructure,4,11,AllenCCF-Ontology-2017-993,656,MOs1
56,AllenCCF-Annotation-2020-962,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,952,3804232.0,3.8042320000000007,#FFFFFF,255,255,255,brain,brain,organ,0,0,,962,brain
57,AllenCCF-Annotation-2020-962,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,952,3804232.0,3.8042320000000007,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,962,grey
58,AllenCCF-Annotation-2020-962,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,952,3804232.0,3.8042320000000007,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,962,Isocortex
59,AllenCCF-Annotation-2020-962,AllenCCF-Ontology-2017-993,AllenCCF-Ontology-2017-STRU,952,3804232.0,3.8042320000000007,#1F9D5A,31,157,90,Secondary motor area,MOs,structure,3,3,AllenCCF-Ontology-2017-315,962,MOs
60,AllenCCF-Annotation-2020-962,AllenCCF-Ontology-2017-962,AllenCCF-Ontology-2017-SUBS,952,3804232.0,3.8042320000000007,#1F9D5A,31,157,90,"Secondary motor area, layer 2/3",MOs2/3,substructure,4,12,AllenCCF-Ontology-2017-993,962,MOs23
61,AllenCCF-Annotation-2020-767,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,757,4523054.0,4.523054000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,,767,brain
62,AllenCCF-Annotation-2020-767,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,757,4523054.0,4.523054000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,767,grey
63,AllenCCF-Annotation-2020-767,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,757,4523054.0,4.523054000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,767,Isocortex
64,AllenCCF-Annotation-2020-767,AllenCCF-Ontology-2017-993,AllenCCF-Ontology-2017-STRU,757,4523054.0,4.523054000000001,#1F9D5A,31,157,90,Secondary motor area,MOs,structure,3,3,AllenCCF-Ontology-2017-315,767,MOs
65,AllenCCF-Annotation-2020-767,AllenCCF-Ontology-2017-767,AllenCCF-Ontology-2017-SUBS,757,4523054.0,4.523054000000001,#1F9D5A,31,157,90,"Secondary motor area, layer 5",MOs5,substructure,4,13,AllenCCF-Ontology-2017-993,767,MOs5
66,AllenCCF-Annotation-2020-1021,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1010,2377730.0,2.377730000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,,1021,brain
67,AllenCCF-Annotation-2020-1021,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1010,2377730.0,2.377730000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,1021,grey
68,AllenCCF-Annotation-2020-1021,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1010,2377730.0,2.377730000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,1021,Isocortex
69,AllenCCF-Annotation-2020-1021,AllenCCF-Ontology-2017-993,AllenCCF-Ontology-2017-STRU,1010,2377730.0,2.377730000000001,#1F9D5A,31,157,90,Secondary motor area,MOs,structure,3,3,AllenCCF-Ontology-2017-315,1021,MOs
70,AllenCCF-Annotation-2020-1021,AllenCCF-Ontology-2017-1021,AllenCCF-Ontology-2017-SUBS,1010,2377730.0,2.377730000000001,#1F9D5A,31,157,90,"Secondary motor area, layer 6a",MOs6a,substructure,4,14,AllenCCF-Ontology-2017-993,1021,MOs6a
71,AllenCCF-Annotation-2020-1085,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,1074,73586.0,0.073586,#FFFFFF,255,255,255,brain,brain,organ,0,0,,1085,brain
72,AllenCCF-Annotation-2020-1085,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,1074,73586.0,0.073586,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,1085,grey
73,AllenCCF-Annotation-2020-1085,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,1074,73586.0,0.073586,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,1085,Isocortex
74,AllenCCF-Annotation-2020-1085,AllenCCF-Ontology-2017-993,AllenCCF-Ontology-2017-STRU,1074,73586.0,0.073586,#1F9D5A,31,157,90,Secondary motor area,MOs,structure,3,3,AllenCCF-Ontology-2017-315,1085,MOs
75,AllenCCF-Annotation-2020-1085,AllenCCF-Ontology-2017-1085,AllenCCF-Ontology-2017-SUBS,1074,73586.0,0.073586,#1F9D5A,31,157,90,"Secondary motor area, layer 6b",MOs6b,substructure,4,15,AllenCCF-Ontology-2017-993,1085,MOs6b
76,AllenCCF-Annotation-2020-558,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,548,404326.0,0.4043260000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,,558,brain
77,AllenCCF-Annotation-2020-558,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,548,404326.0,0.4043260000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,558,grey
78,AllenCCF-Annotation-2020-558,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,548,404326.0,0.4043260000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,558,Isocortex
79,AllenCCF-Annotation-2020-558,AllenCCF-Ontology-2017-353,AllenCCF-Ontology-2017-STRU,548,404326.0,0.4043260000000001,#188064,24,128,100,"Primary somatosensory area, nose",SSp-n,structure,3,4,AllenCCF-Ontology-2017-315,558,SSpn
80,AllenCCF-Annotation-2020-558,AllenCCF-Ontology-2017-558,AllenCCF-Ontology-2017-SUBS,548,404326.0,0.4043260000000001,#188064,24,128,100,"Primary somatosensory area, nose, layer 1",SSp-n1,substructure,4,16,AllenCCF-Ontology-2017-353,558,SSpn1
81,AllenCCF-Annotation-2020-838,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,828,640936.0,0.6409360000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,,838,brain
82,AllenCCF-Annotation-2020-838,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,828,640936.0,0.6409360000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,838,grey
83,AllenCCF-Annotation-2020-838,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,828,640936.0,0.6409360000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,838,Isocortex
84,AllenCCF-Annotation-2020-838,AllenCCF-Ontology-2017-353,AllenCCF-Ontology-2017-STRU,828,640936.0,0.6409360000000001,#188064,24,128,100,"Primary somatosensory area, nose",SSp-n,structure,3,4,AllenCCF-Ontology-2017-315,838,SSpn
85,AllenCCF-Annotation-2020-838,AllenCCF-Ontology-2017-838,AllenCCF-Ontology-2017-SUBS,828,640936.0,0.6409360000000001,#188064,24,128,100,"Primary somatosensory area, nose, layer 2/3",SSp-n2/3,substructure,4,17,AllenCCF-Ontology-2017-353,838,SSpn23
86,AllenCCF-Annotation-2020-654,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,644,548128.0,0.5481280000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,,654,brain
87,AllenCCF-Annotation-2020-654,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,644,548128.0,0.5481280000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,654,grey
88,AllenCCF-Annotation-2020-654,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,644,548128.0,0.5481280000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,654,Isocortex
89,AllenCCF-Annotation-2020-654,AllenCCF-Ontology-2017-353,AllenCCF-Ontology-2017-STRU,644,548128.0,0.5481280000000001,#188064,24,128,100,"Primary somatosensory area, nose",SSp-n,structure,3,4,AllenCCF-Ontology-2017-315,654,SSpn
90,AllenCCF-Annotation-2020-654,AllenCCF-Ontology-2017-654,AllenCCF-Ontology-2017-SUBS,644,548128.0,0.5481280000000001,#188064,24,128,100,"Primary somatosensory area, nose, layer 4",SSp-n4,substructure,4,18,AllenCCF-Ontology-2017-353,654,SSpn4
91,AllenCCF-Annotation-2020-702,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,692,567366.0,0.5673660000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,,702,brain
92,AllenCCF-Annotation-2020-702,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,692,567366.0,0.5673660000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,702,grey
93,AllenCCF-Annotation-2020-702,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,692,567366.0,0.5673660000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,702,Isocortex
94,AllenCCF-Annotation-2020-702,AllenCCF-Ontology-2017-353,AllenCCF-Ontology-2017-STRU,692,567366.0,0.5673660000000001,#188064,24,128,100,"Primary somatosensory area, nose",SSp-n,structure,3,4,AllenCCF-Ontology-2017-315,702,SSpn
95,AllenCCF-Annotation-2020-702,AllenCCF-Ontology-2017-702,AllenCCF-Ontology-2017-SUBS,692,567366.0,0.5673660000000001,#188064,24,128,100,"Primary somatosensory area, nose, layer 5",SSp-n5,substructure,4,19,AllenCCF-Ontology-2017-353,702,SSpn5
96,AllenCCF-Annotation-2020-889,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,879,804808.0,0.8048080000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,,889,brain
97,AllenCCF-Annotation-2020-889,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,879,804808.0,0.8048080000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,889,grey
98,AllenCCF-Annotation-2020-889,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,879,804808.0,0.8048080000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,889,Isocortex
99,AllenCCF-Annotation-2020-889,AllenCCF-Ontology-2017-353,AllenCCF-Ontology-2017-STRU,879,804808.0,0.8048080000000001,#188064,24,128,100,"Primary somatosensory area, nose",SSp-n,structure,3,4,AllenCCF-Ontology-2017-315,889,SSpn
100,AllenCCF-Annotation-2020-889,AllenCCF-Ontology-2017-889,AllenCCF-Ontology-2017-SUBS,879,804808.0,0.8048080000000001,#188064,24,128,100,"Primary somatosensory area, nose, layer 6a",SSp-n6a,substructure,4,20,AllenCCF-Ontology-2017-353,889,SSpn6a
101,AllenCCF-Annotation-2020-929,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,919,53516.0,0.053516,#FFFFFF,255,255,255,brain,brain,organ,0,0,,929,brain
102,AllenCCF-Annotation-2020-929,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,919,53516.0,0.053516,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,929,grey
103,AllenCCF-Annotation-2020-929,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,919,53516.0,0.053516,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,929,Isocortex
104,AllenCCF-Annotation-2020-929,AllenCCF-Ontology-2017-353,AllenCCF-Ontology-2017-STRU,919,53516.0,0.053516,#188064,24,128,100,"Primary somatosensory area, nose",SSp-n,structure,3,4,AllenCCF-Ontology-2017-315,929,SSpn
105,AllenCCF-Annotation-2020-929,AllenCCF-Ontology-2017-929,AllenCCF-Ontology-2017-SUBS,919,53516.0,0.053516,#188064,24,128,100,"Primary somatosensory area, nose, layer 6b",SSp-n6b,substructure,4,21,AllenCCF-Ontology-2017-353,929,SSpn6b
106,AllenCCF-Annotation-2020-981,AllenCCF-Ontology-2017-997,AllenCCF-Ontology-2017-ORGA,971,839500.0,0.8395000000000001,#FFFFFF,255,255,255,brain,brain,organ,0,0,,981,brain
107,AllenCCF-Annotation-2020-981,AllenCCF-Ontology-2017-8,AllenCCF-Ontology-2017-CATE,971,839500.0,0.8395000000000001,#BFDAE3,191,218,227,Basic cell groups and regions,grey,category,1,1,AllenCCF-Ontology-2017-997,981,grey
108,AllenCCF-Annotation-2020-981,AllenCCF-Ontology-2017-315,AllenCCF-Ontology-2017-DIVI,971,839500.0,0.8395000000000001,#70FF71,112,255,113,Isocortex,Isocortex,division,2,1,AllenCCF-Ontology-2017-8,981,Isocortex
